epoch,step,train_loss,val_loss
5,4899,0.021329272538423538,
5,4949,0.0032985343132168055,
5,4999,0.0182756707072258,
5,5049,0.07055915892124176,
5,5099,0.00964493490755558,
5,5149,0.03267091512680054,
5,5199,0.003465079003944993,
5,5249,0.00390713382512331,
5,5299,0.013871297240257263,
5,5349,0.03489799425005913,
5,5399,0.003438349347561598,
5,5449,0.013737126253545284,
5,5499,0.05583677068352699,
5,5549,0.015517419204115868,
5,5599,0.002029712311923504,
5,5627,,0.12538552284240723
6,5649,0.20863333344459534,
6,5699,0.007841658778488636,
6,5749,0.01657850854098797,
6,5799,0.127785786986351,
6,5849,0.004940338898450136,
6,5899,0.06328555941581726,
6,5949,0.07210111618041992,
6,5999,0.014394243247807026,
6,6049,0.030241286382079124,
6,6099,0.03307858482003212,
6,6149,0.014598985202610493,
6,6199,0.014964072033762932,
6,6249,0.015808800235390663,
6,6299,0.023980963975191116,
6,6349,0.05465751513838768,
6,6399,0.010511931031942368,
6,6449,0.0004619223764166236,
6,6499,0.009253080934286118,
6,6549,0.0002768407575786114,
6,6565,,0.11282386630773544
7,6599,0.025454767048358917,
7,6649,0.035981982946395874,
7,6699,0.004122274927794933,
7,6749,0.02344878949224949,
7,6799,0.002683704486116767,
7,6849,0.00984202604740858,
7,6899,0.03389572724699974,
7,6949,0.06708936393260956,
7,6999,0.003301013261079788,
7,7049,0.07931429892778397,
7,7099,0.0038128637243062258,
7,7149,0.04413319006562233,
7,7199,0.0024626529775559902,
7,7249,0.0008464200654998422,
7,7299,0.005750281270593405,
7,7349,0.0012191905407235026,
7,7399,0.006061685737222433,
7,7449,0.000976204639300704,
7,7499,0.08439008891582489,
7,7503,,0.11770090460777283
8,7549,0.01064713392406702,
8,7599,0.0009658504277467728,
8,7649,0.0041234917007386684,
8,7699,0.0022117611952126026,
8,7749,0.02329990267753601,
8,7799,0.009365967474877834,
8,7849,0.007103429641574621,
8,7899,0.014508850872516632,
8,7949,0.03702293336391449,
8,7999,0.003812613198533654,
8,8049,0.07590214908123016,
8,8099,0.0013952950248494744,
8,8149,0.02984190732240677,
8,8199,0.006503566633909941,
8,8249,0.029580632224678993,
8,8299,0.0021966996137052774,
8,8349,0.002599989529699087,
8,8399,0.04441981762647629,
8,8441,,0.10580052435398102
9,8449,0.07328665256500244,
9,8499,0.07956426590681076,
9,8549,0.04701939597725868,
9,8599,0.0022264872677624226,
9,8649,0.07806266099214554,
9,8699,0.0039086113683879375,
9,8749,0.0015325138811022043,
9,8799,0.037426844239234924,
9,8849,0.005728457123041153,
9,8899,0.10645805299282074,
9,8949,0.026755640283226967,
9,8999,0.003332328051328659,
9,9049,0.0015813171630725265,
9,9099,0.0576242096722126,
9,9149,0.07995160669088364,
9,9199,0.015123099088668823,
9,9249,0.0029237698763608932,
9,9299,0.007436827290803194,
9,9349,0.04536634311079979,
9,9379,,0.13014954328536987
